Task ID,Task,Occupation,AI_Capability,Automation_Desire,Category
1251,Prepare reports that include the degree of risk involved in extending credit or lending money.,Credit Analysts,3.5,3.2,Business and Financial Operations
1259,"Analyze financial data, such as income growth, quality of management, and market share to determine expected profitability of loans.",Credit Analysts,2.6666666666666665,2.571428571428572,Business and Financial Operations
1257,"Compare liquidity, profitability, and credit histories of establishments being evaluated with those of similar establishments in the same industries and geographic locations.",Credit Analysts,3.6666666666666665,3.0,Business and Financial Operations
12904,Analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,Personal Financial Advisors,3.0,2.9,Business and Financial Operations
20184,"Manage client portfolios, keeping client plans up-to-date.",Personal Financial Advisors,4.5,2.8,Business and Financial Operations
20189,"Recommend financial products, such as stocks, bonds, mutual funds, or insurance.",Personal Financial Advisors,2.333333333333333,2.5,Business and Financial Operations
12913,"Prepare or interpret for clients information, such as investment performance reports, financial document summaries, or income projections.",Personal Financial Advisors,2.5,3.3,Business and Financial Operations
20188,Monitor financial market trends to ensure that client plans are responsive.,Personal Financial Advisors,3.333333333333333,3.7,Business and Financial Operations
7319,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions.",Financial Examiners,2.5,3.0,Business and Financial Operations
7320,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm institution assets and liabilities.",Financial Examiners,4.5,3.125,Business and Financial Operations
7318,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management.",Financial Examiners,2.333333333333333,2.833333333333333,Business and Financial Operations
18935,Calculate clients' available monthly income to meet debt obligations.,Credit Counselors,3.0,2.8,Business and Financial Operations
18938,"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",Credit Counselors,2.5,3.0,Business and Financial Operations
18936,"Create debt management plans, spending plans, or budgets to assist clients to meet financial goals.",Credit Counselors,2.5,2.25,Business and Financial Operations
18943,"Prioritize client debt repayment to avoid dire consequences, such as bankruptcy or foreclosure or to reduce overall costs, such as by paying high-interest or short-term loans first.",Credit Counselors,2.5,2.6666666666666665,Business and Financial Operations
18934,"Assess clients' overall financial situations by reviewing income, assets, debts, expenses, credit reports, or other financial information.",Credit Counselors,3.6666666666666665,3.6,Business and Financial Operations
18937,"Estimate time for debt repayment, given amount of debt, interest rates, and available funds.",Credit Counselors,3.333333333333333,2.75,Business and Financial Operations
18942,Prepare written documents to establish contracts with or communicate financial recommendations to clients.,Credit Counselors,2.5,3.2,Business and Financial Operations
18940,"Maintain or update records of client account activity, including financial transactions, counseling session notes, correspondence, document images, or client inquiries.",Credit Counselors,5.0,2.6666666666666665,Business and Financial Operations
18933,"Advise clients or respond to inquiries about financial matters in person or via phone, email, Web site, or Internet chat.",Credit Counselors,3.5,2.5,Business and Financial Operations
3409,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",Loan Officers,3.5,3.0,Business and Financial Operations
3407,"Approve loans within specified limits, and refer loan applications outside those limits to management for approval.",Loan Officers,4.5,2.888888888888889,Business and Financial Operations
3416,Submit applications to credit analysts for verification and recommendation.,Loan Officers,4.5,3.5,Business and Financial Operations
3413,Review loan agreements to ensure that they are complete and accurate according to policy.,Loan Officers,3.6666666666666665,2.8,Business and Financial Operations
3412,Review and update credit and loan files.,Loan Officers,3.6666666666666665,3.142857142857143,Business and Financial Operations
3411,"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",Loan Officers,4.5,3.7142857142857135,Business and Financial Operations
3415,Stay abreast of new types of loans and other financial services and products to better meet customers' needs.,Loan Officers,4.0,2.5,Business and Financial Operations
3414,Compute payment schedules.,Loan Officers,3.0,3.4,Business and Financial Operations
7360,"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum.",Tax Preparers,4.5,3.375,Business and Financial Operations
7358,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables.",Tax Preparers,4.0,3.6666666666666665,Business and Financial Operations
7362,"Review financial records, such as income statements and documentation of expenditures to determine forms needed to prepare tax returns.",Tax Preparers,4.5,3.625,Business and Financial Operations
7359,Prepare or assist in preparing simple to complex tax returns for individuals or small businesses.,Tax Preparers,4.5,3.8,Business and Financial Operations
7363,Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,Tax Preparers,3.333333333333333,2.75,Business and Financial Operations
7364,Consult tax law handbooks or bulletins to determine procedures for preparation of atypical returns.,Tax Preparers,4.5,3.8,Business and Financial Operations
20363,Answer questions and provide future tax planning to clients.,Tax Preparers,3.5,3.7142857142857135,Business and Financial Operations
7365,Calculate form preparation fees according to return complexity and processing time required.,Tax Preparers,4.5,3.333333333333333,Business and Financial Operations
21165,Schedule appointments with clients.,Tax Preparers,4.666666666666667,5.0,Business and Financial Operations
15997,"Apply mathematical or statistical techniques to address practical issues in finance, such as derivative valuation, securities trading, risk management, or financial market regulation.",Financial Quantitative Analysts,3.0,3.3,Business and Financial Operations
15988,Produce written summary reports of financial research results.,Financial Quantitative Analysts,4.0,3.4,Business and Financial Operations
15983,Provide application or analytical support to researchers or traders on issues such as valuations or data.,Financial Quantitative Analysts,3.5,3.2,Business and Financial Operations
20950,Troubleshoot program and system malfunctions to restore normal functioning.,Computer Systems Analysts,3.6666666666666665,2.5454545454545454,Computer and Mathematical
3465,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",Computer Systems Analysts,3.0,2.3,Computer and Mathematical
3482,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",Computer Systems Analysts,2.6666666666666665,2.4,Computer and Mathematical
3466,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",Computer Systems Analysts,4.0,2.8,Computer and Mathematical
3474,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",Computer Systems Analysts,3.0,2.7,Computer and Mathematical
3484,Specify inputs accessed by the system and plan the distribution and use of the results.,Computer Systems Analysts,3.333333333333333,2.2222222222222223,Computer and Mathematical
3470,Expand or modify system to serve new purposes or improve work flow.,Computer Systems Analysts,2.0,2.5454545454545454,Computer and Mathematical
3480,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",Computer Systems Analysts,4.5,2.7,Computer and Mathematical
3478,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",Computer Systems Analysts,4.5,3.2222222222222223,Computer and Mathematical
18090,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",Health Informatics Specialists,3.0,3.25,Computer and Mathematical
18092,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,Health Informatics Specialists,2.6666666666666665,2.6666666666666665,Computer and Mathematical
18094,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",Health Informatics Specialists,3.0,2.833333333333333,Computer and Mathematical
18101,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",Health Informatics Specialists,2.5,3.1666666666666665,Computer and Mathematical
18093,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",Health Informatics Specialists,3.0,2.5,Computer and Mathematical
18088,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",Health Informatics Specialists,2.6666666666666665,2.6666666666666665,Computer and Mathematical
18095,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",Health Informatics Specialists,2.6666666666666665,2.0,Computer and Mathematical
18100,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",Health Informatics Specialists,2.0,2.5,Computer and Mathematical
18103,Provide consultation to nurses regarding hardware or software configuration.,Health Informatics Specialists,4.0,2.0,Computer and Mathematical
5314,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",Information Security Analysts,2.333333333333333,2.6666666666666665,Computer and Mathematical
5316,Monitor current reports of computer viruses to determine when to update virus protection systems.,Information Security Analysts,3.0,3.375,Computer and Mathematical
5317,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",Information Security Analysts,3.5,2.625,Computer and Mathematical
5322,"Document computer security and emergency measures policies, procedures, and tests.",Information Security Analysts,3.5,3.4,Computer and Mathematical
5319,Monitor use of data files and regulate access to safeguard information in computer files.,Information Security Analysts,3.0,3.7,Computer and Mathematical
14623,Analyze problems to develop solutions involving computer hardware and software.,Computer and Information Research Scientists,2.333333333333333,3.7777777777777777,Computer and Mathematical
14626,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",Computer and Information Research Scientists,1.6666666666666667,3.333333333333333,Computer and Mathematical
14624,Assign or schedule tasks to meet work priorities and goals.,Computer and Information Research Scientists,3.0,3.7,Computer and Mathematical
14633,Design computers and the software that runs them.,Computer and Information Research Scientists,2.6666666666666665,3.6666666666666665,Computer and Mathematical
14625,Evaluate project plans and proposals to assess feasibility issues.,Computer and Information Research Scientists,4.0,4.1,Computer and Mathematical
14636,"Approve, prepare, monitor, and adjust operational budgets.",Computer and Information Research Scientists,2.5,4.166666666666667,Computer and Mathematical
19004,Back up network data.,Computer Network Support Specialists,4.5,2.833333333333333,Computer and Mathematical
18991,Configure security settings or access permissions for groups or individuals.,Computer Network Support Specialists,4.666666666666667,2.333333333333333,Computer and Mathematical
19003,Analyze and report computer network security breaches or attempted breaches.,Computer Network Support Specialists,3.333333333333333,2.5,Computer and Mathematical
18993,Document network support activities.,Computer Network Support Specialists,4.5,3.5,Computer and Mathematical
18992,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,Computer Network Support Specialists,2.0,2.0,Computer and Mathematical
19002,Troubleshoot network or connectivity problems for users or user groups.,Computer Network Support Specialists,2.5,2.4285714285714284,Computer and Mathematical
19010,Provide telephone support related to networking or connectivity issues.,Computer Network Support Specialists,3.6666666666666665,3.8,Computer and Mathematical
18989,"Analyze network data to determine network usage, disk space availability, or server function.",Computer Network Support Specialists,4.666666666666667,3.333333333333333,Computer and Mathematical
19011,Research hardware or software products to meet technical networking or security needs.,Computer Network Support Specialists,3.333333333333333,2.0,Computer and Mathematical
1285,Oversee the daily performance of computer systems.,Computer User Support Specialists,5.0,2.75,Computer and Mathematical
1288,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",Computer User Support Specialists,3.6666666666666665,3.0,Computer and Mathematical
1282,Answer user inquiries regarding computer software or hardware operation to resolve problems.,Computer User Support Specialists,4.5,2.8,Computer and Mathematical
1283,Enter commands and observe system functioning to verify correct operations and detect errors.,Computer User Support Specialists,4.666666666666667,2.2857142857142856,Computer and Mathematical
1287,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",Computer User Support Specialists,4.666666666666667,4.5,Computer and Mathematical
1292,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",Computer User Support Specialists,3.0,2.625,Computer and Mathematical
1290,"Develop training materials and procedures, or train users in the proper use of hardware or software.",Computer User Support Specialists,2.333333333333333,3.0,Computer and Mathematical
1299,Modify existing databases and database management systems or direct programmers and analysts to make changes.,Database Administrators,4.5,2.1666666666666665,Computer and Mathematical
1301,"Plan, coordinate, and implement security measures to safeguard information in computer files against accidental or unauthorized damage, modification or disclosure.",Database Administrators,2.333333333333333,2.333333333333333,Computer and Mathematical
1305,Specify users and user access levels for each segment of database.,Database Administrators,4.0,2.5,Computer and Mathematical
1300,"Test programs or databases, correct errors, and make necessary modifications.",Database Administrators,4.0,3.25,Computer and Mathematical
1313,"Write and code logical and physical database descriptions and specify identifiers of database to management system, or direct others in coding descriptions.",Database Administrators,4.5,1.6666666666666667,Computer and Mathematical
1314,"Review workflow charts developed by programmer analyst to understand tasks computer will perform, such as updating records.",Database Administrators,4.0,2.571428571428572,Computer and Mathematical
1318,"Maintain and administer computer networks and related computing environments, including computer hardware, systems software, applications software, and all configurations.",Network and Computer Systems Administrators,2.5,3.5,Computer and Mathematical
1317,Perform data backups and disaster recovery operations.,Network and Computer Systems Administrators,1.5,3.75,Computer and Mathematical
15206,"Configure, monitor, and maintain email applications or virus protection software.",Network and Computer Systems Administrators,5.0,3.875,Computer and Mathematical
1320,Operate master consoles to monitor the performance of computer systems and networks and to coordinate computer network access and use.,Network and Computer Systems Administrators,4.5,3.5,Computer and Mathematical
1325,Monitor network performance to determine whether adjustments are needed and where changes will be needed in the future.,Network and Computer Systems Administrators,3.333333333333333,3.6666666666666665,Computer and Mathematical
1319,"Plan, coordinate, and implement network security measures to protect data, software, and hardware.",Network and Computer Systems Administrators,2.0,3.7142857142857135,Computer and Mathematical
1329,Analyze equipment performance records to determine the need for repair or replacement.,Network and Computer Systems Administrators,4.0,3.6666666666666665,Computer and Mathematical
1323,"Recommend changes to improve systems and network configurations, and determine hardware or software requirements related to such changes.",Network and Computer Systems Administrators,2.6666666666666665,3.333333333333333,Computer and Mathematical
1322,"Design, configure, and test computer hardware, networking software and operating system software.",Network and Computer Systems Administrators,3.5,3.4,Computer and Mathematical
1321,"Perform routine network startup and shutdown procedures, and maintain control records.",Network and Computer Systems Administrators,4.666666666666667,4.166666666666667,Computer and Mathematical
1273,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",Computer Programmers,3.5,3.1,Computer and Mathematical
1267,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,Computer Programmers,3.0,3.0,Computer and Mathematical
1272,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",Computer Programmers,3.0,2.5,Computer and Mathematical
1270,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",Computer Programmers,4.5,3.111111111111111,Computer and Mathematical
1276,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",Computer Programmers,5.0,3.0,Computer and Mathematical
1269,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",Computer Programmers,4.666666666666667,3.625,Computer and Mathematical
1277,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,Computer Programmers,3.5,2.625,Computer and Mathematical
1274,Write or contribute to instructions or manuals to guide end users.,Computer Programmers,4.0,2.8,Computer and Mathematical
1275,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",Computer Programmers,5.0,3.4,Computer and Mathematical
1279,"Assign, coordinate, and review work and activities of programming personnel.",Computer Programmers,2.333333333333333,2.333333333333333,Computer and Mathematical
21049,Develop Web sites.,Computer Programmers,4.0,2.6666666666666665,Computer and Mathematical
14642,"Identify, analyze, and document problems with program function, output, online screen, or content.",Software Quality Assurance Analysts and Testers,3.0,3.0,Computer and Mathematical
14641,"Document software defects, using a bug tracking system, and report defects to software developers.",Software Quality Assurance Analysts and Testers,4.0,2.6666666666666665,Computer and Mathematical
14640,"Develop testing programs that address areas such as database impacts, software scenarios, regression testing, negative testing, error or bug retests, or usability.",Software Quality Assurance Analysts and Testers,3.0,3.0,Computer and Mathematical
14638,"Design test plans, scenarios, scripts, or procedures.",Software Quality Assurance Analysts and Testers,3.333333333333333,3.8333333333333335,Computer and Mathematical
14648,Document test procedures to ensure replicability and compliance with standards.,Software Quality Assurance Analysts and Testers,5.0,3.4,Computer and Mathematical
14653,Provide feedback and recommendations to developers on software usability and functionality.,Software Quality Assurance Analysts and Testers,3.0,3.0,Computer and Mathematical
14652,"Install, maintain, or use software testing programs.",Software Quality Assurance Analysts and Testers,3.0,3.5,Computer and Mathematical
14639,Test system modifications to prepare for implementation.,Software Quality Assurance Analysts and Testers,3.6666666666666665,3.25,Computer and Mathematical
14644,Create or maintain databases of known test defects.,Software Quality Assurance Analysts and Testers,5.0,3.25,Computer and Mathematical
14649,"Develop or specify standards, methods, or procedures to determine product quality or release readiness.",Software Quality Assurance Analysts and Testers,3.0,3.1666666666666665,Computer and Mathematical
14643,Monitor bug resolution efforts and track successes.,Software Quality Assurance Analysts and Testers,4.0,4.0,Computer and Mathematical
14650,Update automated test scripts to ensure currency.,Software Quality Assurance Analysts and Testers,4.5,3.6666666666666665,Computer and Mathematical
14645,Plan test schedules or strategies in accordance with project scope or delivery dates.,Software Quality Assurance Analysts and Testers,4.0,3.0,Computer and Mathematical
14654,Monitor program performance to ensure efficient and problem-free operations.,Software Quality Assurance Analysts and Testers,3.5,3.75,Computer and Mathematical
14655,"Conduct software compatibility tests with programs, hardware, operating systems, or network environments.",Software Quality Assurance Analysts and Testers,5.0,3.25,Computer and Mathematical
14647,"Review software documentation to ensure technical accuracy, compliance, or completeness, or to mitigate risks.",Software Quality Assurance Analysts and Testers,4.5,2.333333333333333,Computer and Mathematical
14658,"Identify program deviance from standards, and suggest modifications to ensure compliance.",Software Quality Assurance Analysts and Testers,3.5,3.0,Computer and Mathematical
14707,Write supporting code for Web applications or Web sites.,Web Developers,4.666666666666667,2.9,Computer and Mathematical
14694,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",Web Developers,3.5,2.9,Computer and Mathematical
14698,Back up files from Web sites to local directories for instant recovery in case of problems.,Web Developers,4.666666666666667,4.2,Computer and Mathematical
14700,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems.",Web Developers,4.0,3.0,Computer and Mathematical
14710,"Perform Web site tests according to planned schedules, or after any Web site or product revision.",Web Developers,4.666666666666667,3.3,Computer and Mathematical
14695,Perform or direct Web site updates.,Web Developers,3.6666666666666665,2.4,Computer and Mathematical
14713,"Respond to user email inquiries, or set up automated systems to send responses.",Web Developers,5.0,3.3,Computer and Mathematical
14708,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.,Web Developers,2.0,3.2,Computer and Mathematical
14717,Establish appropriate server directory trees.,Web Developers,4.333333333333333,3.3,Computer and Mathematical
14719,Recommend and implement performance improvements.,Web Developers,4.0,3.1,Computer and Mathematical
14714,Develop or implement procedures for ongoing Web site revision.,Web Developers,4.0,2.6,Computer and Mathematical
14722,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware.",Web Developers,5.0,2.8,Computer and Mathematical
14723,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,Web Developers,3.333333333333333,2.9,Computer and Mathematical
16199,Balance and adjust gameplay experiences to ensure the critical and commercial success of the product.,Video Game Designers,2.6666666666666665,3.1666666666666665,Computer and Mathematical
16208,"Devise missions, challenges, or puzzles to be encountered in game play.",Video Game Designers,3.0,2.571428571428572,Computer and Mathematical
16217,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",Video Game Designers,2.0,2.857142857142857,Computer and Mathematical
16201,"Solicit, obtain, and integrate feedback from design and technical staff into original game design.",Video Game Designers,3.0,3.75,Computer and Mathematical
16214,Conduct regular design reviews throughout the game development process.,Video Game Designers,2.6666666666666665,3.4,Computer and Mathematical
16209,"Develop and maintain design level documentation, including mechanics, guidelines, and mission outlines.",Video Game Designers,1.6666666666666667,2.2,Computer and Mathematical
16198,Provide feedback to designers and other colleagues regarding game design features.,Video Game Designers,3.333333333333333,1.6666666666666667,Computer and Mathematical
16212,"Create and manage documentation, production schedules, prototyping goals, and communication plans in collaboration with production staff.",Video Game Designers,1.3333333333333333,3.6666666666666665,Computer and Mathematical
16202,Provide feedback to production staff regarding technical game qualities or adherence to original design.,Video Game Designers,2.0,2.25,Computer and Mathematical
16211,Create gameplay prototypes for presentation to creative and technical staff and management.,Video Game Designers,2.0,3.1666666666666665,Computer and Mathematical
16203,Prepare two-dimensional concept layouts or three-dimensional mock-ups.,Video Game Designers,4.0,3.75,Computer and Mathematical
16194,"Review or evaluate competitive products, film, music, television, and other art forms to generate new game design ideas.",Video Game Designers,3.0,2.333333333333333,Computer and Mathematical
16200,Write or supervise the writing of game text and dialogue.,Video Game Designers,3.0,2.0,Computer and Mathematical
14734,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",Web Administrators,3.6666666666666665,3.8,Computer and Mathematical
14731,Back up or modify applications and related data to provide for disaster recovery.,Web Administrators,4.5,4.2,Computer and Mathematical
14758,"Correct testing-identified problems, or recommend actions for their resolution.",Web Administrators,4.0,3.2857142857142856,Computer and Mathematical
14732,"Determine sources of Web page or server problems, and take action to correct such problems.",Web Administrators,4.0,3.1666666666666665,Computer and Mathematical
14740,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",Web Administrators,4.666666666666667,3.6,Computer and Mathematical
14750,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications.",Web Administrators,4.5,3.75,Computer and Mathematical
14749,"Track, compile, and analyze Web site usage data.",Web Administrators,4.5,3.5,Computer and Mathematical
14733,"Review or update Web page content or links in a timely manner, using appropriate tools.",Web Administrators,4.5,3.2857142857142856,Computer and Mathematical
14743,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly.",Web Administrators,4.5,4.0,Computer and Mathematical
14744,"Gather, analyze, or document user feedback to locate or resolve sources of problems.",Web Administrators,2.6666666666666665,2.6,Computer and Mathematical
14762,Set up or maintain monitoring tools on Web servers or Web sites.,Web Administrators,4.5,4.0,Computer and Mathematical
14675,Monitor system operation to detect potential problems.,Computer Systems Engineers/Architects,3.0,4.0,Computer and Mathematical
14673,"Identify system data, hardware, or software components required to meet user needs.",Computer Systems Engineers/Architects,3.0,2.5,Computer and Mathematical
14686,"Research, test, or verify proper functioning of software patches and fixes.",Computer Systems Engineers/Architects,4.0,3.571428571428572,Computer and Mathematical
14670,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,Computer Systems Engineers/Architects,3.333333333333333,3.0,Computer and Mathematical
14683,Design and conduct hardware or software tests.,Computer Systems Engineers/Architects,2.5,3.6,Computer and Mathematical
14672,Provide technical guidance or support for the development or troubleshooting of systems.,Computer Systems Engineers/Architects,3.333333333333333,3.333333333333333,Computer and Mathematical
14681,"Define and analyze objectives, scope, issues, or organizational impact of information systems.",Computer Systems Engineers/Architects,2.6666666666666665,2.0,Computer and Mathematical
14667,"Provide advice on project costs, design concepts, or design changes.",Computer Systems Engineers/Architects,2.333333333333333,3.571428571428572,Computer and Mathematical
14671,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",Computer Systems Engineers/Architects,3.0,2.6,Computer and Mathematical
14687,"Communicate project information through presentations, technical reports, or white papers.",Computer Systems Engineers/Architects,3.333333333333333,3.5,Computer and Mathematical
16157,Monitor or track project milestones and deliverables.,Information Technology Project Managers,2.333333333333333,3.3,Computer and Mathematical
16152,"Submit project deliverables, ensuring adherence to quality standards.",Information Technology Project Managers,2.333333333333333,2.7,Computer and Mathematical
16159,"Initiate, review, or approve modifications to project plans.",Information Technology Project Managers,3.333333333333333,2.8,Computer and Mathematical
16170,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",Information Technology Project Managers,2.333333333333333,2.8,Computer and Mathematical
16151,Perform risk assessments to develop response strategies.,Information Technology Project Managers,2.0,3.0,Computer and Mathematical
16168,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",Information Technology Project Managers,4.5,3.0,Computer and Mathematical
16171,Develop and manage work breakdown structure (WBS) of information technology projects.,Information Technology Project Managers,2.0,2.7,Computer and Mathematical
16167,"Assign duties, responsibilities, and spans of authority to project personnel.",Information Technology Project Managers,2.0,2.6,Computer and Mathematical
7373,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",Mathematicians,3.6666666666666665,3.111111111111111,Computer and Mathematical
7371,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,Mathematicians,2.5,2.888888888888889,Computer and Mathematical
7370,Perform computations and apply methods of numerical analysis to data.,Mathematicians,4.5,4.0,Computer and Mathematical
7372,"Assemble sets of assumptions, and explore the consequences of each set.",Mathematicians,2.0,2.7142857142857144,Computer and Mathematical
7368,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,Mathematicians,2.0,3.4285714285714284,Computer and Mathematical
8956,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,Statisticians,4.0,3.25,Computer and Mathematical
8953,"Report results of statistical analyses, including information in the form of graphs, charts, and tables.",Statisticians,4.0,4.5,Computer and Mathematical
8957,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data.",Statisticians,3.333333333333333,3.25,Computer and Mathematical
8955,"Identify relationships and trends in data, as well as any factors that could affect the results of research.",Statisticians,4.0,3.7142857142857135,Computer and Mathematical
8961,"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.",Statisticians,2.0,2.75,Computer and Mathematical
8954,"Process large amounts of data for statistical modeling and graphic analysis, using computers.",Statisticians,4.0,3.8,Computer and Mathematical
16265,"Analyze clinical or survey data, using statistical approaches such as longitudinal analysis, mixed-effect modeling, logistic regression analyses, and model-building techniques.",Biostatisticians,4.0,2.625,Computer and Mathematical
16246,Calculate sample size requirements for clinical studies.,Biostatisticians,3.5,4.0,Computer and Mathematical
16252,Prepare tables and graphs to present clinical data or results.,Biostatisticians,3.0,4.0,Computer and Mathematical
16249,Write program code to analyze data with statistical analysis software.,Biostatisticians,4.0,2.6666666666666665,Computer and Mathematical
16262,Review clinical or other medical research protocols and recommend appropriate statistical analyses.,Biostatisticians,4.0,2.6666666666666665,Computer and Mathematical
16150,"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",Business Intelligence Analysts,3.0,3.2,Computer and Mathematical
16140,Manage timely flow of business intelligence information to users.,Business Intelligence Analysts,2.5,3.4,Computer and Mathematical
16146,"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",Business Intelligence Analysts,3.0,3.142857142857143,Computer and Mathematical
16143,"Disseminate information regarding tools, reports, or metadata enhancements.",Business Intelligence Analysts,2.5,3.75,Computer and Mathematical
16136,"Identify or monitor current and potential customers, using business intelligence tools.",Business Intelligence Analysts,3.5,3.2222222222222223,Computer and Mathematical
16135,"Maintain library of model documents, templates, or other reusable knowledge assets.",Business Intelligence Analysts,4.5,3.6666666666666665,Computer and Mathematical
16284,"Process clinical data, including receipt, entry, verification, or filing of information.",Clinical Data Managers,3.0,3.571428571428572,Computer and Mathematical
16280,"Generate data queries, based on validation checks or errors and omissions identified during data entry, to resolve identified problems.",Clinical Data Managers,3.0,4.0,Computer and Mathematical
16279,Monitor work productivity or quality to ensure compliance with standard operating procedures.,Clinical Data Managers,3.0,3.4,Computer and Mathematical
16277,"Prepare data analysis listings and activity, performance, or progress reports.",Clinical Data Managers,3.5,3.375,Computer and Mathematical
16283,Analyze clinical data using appropriate statistical tools.,Clinical Data Managers,3.0,3.6666666666666665,Computer and Mathematical
16270,Develop technical specifications for data management programming and communicate needs to information technology staff.,Clinical Data Managers,2.5,3.5,Computer and Mathematical
16274,"Track the flow of work forms, including in-house data flow or electronic forms transfer.",Clinical Data Managers,2.5,3.6666666666666665,Computer and Mathematical
288,Present final layouts to clients for approval.,Art Directors,1.5,2.4285714285714284,"Arts, Designs, and Media"
286,"Manage own accounts and projects, working within budget and scheduling requirements.",Art Directors,2.0,2.857142857142857,"Arts, Designs, and Media"
284,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",Art Directors,2.0,2.5,"Arts, Designs, and Media"
285,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",Art Directors,2.6666666666666665,3.1666666666666665,"Arts, Designs, and Media"
294,Create custom illustrations or other graphic elements.,Art Directors,3.0,2.625,"Arts, Designs, and Media"
